ERAID|Title|Acronym|Rank|FoR1|FoR1 Name|FoR2|FoR2 Name|FoR3|FoR3 Name
43974|Pacific-Rim Symposium on Image and Video Technology|PSIVT|B|0801|Artificial Intelligence and Image Processing||||
43976|Pan-Sydney Area Workshop on Visual Information Processing|VIP|C|0801|Artificial Intelligence and Image Processing||||
43980|Parallel Problem Solving from Nature|PPSN|A|0801|Artificial Intelligence and Image Processing||||
43986|Portuguese Conference on Artificial Intelligence|EPIA|B|0801|Artificial Intelligence and Image Processing||||
43990|Practical Application of Intelligent Agents and Multi-Agent Technology Conference|PAAM|C|0801|Artificial Intelligence and Image Processing||||
44000|Program Visualization Workshop|PVW|C|0801|Artificial Intelligence and Image Processing||||
44013|Robot Soccer World Cup|RoboCup|B|0801|Artificial Intelligence and Image Processing||||
44019|Scandinavian Conference on Artificial Intelligence|SCAI|B|0801|Artificial Intelligence and Image Processing||||
44027|Semantic Web Visualisation|VSW|C|0801|Artificial Intelligence and Image Processing||||
44030|SGAI International Conference on Artificial Intelligence|SGAI|C|0801|Artificial Intelligence and Image Processing||||
45001|Simulation Technology and Training Conference|SimTecT|C|0801|Artificial Intelligence and Image Processing||||
44040|Singapore International Conference on Intelligent Systems|SPICIS|B|0801|Artificial Intelligence and Image Processing||||
44045|Soft Computing in Computer Graphics, Imaging, and Vision|SCCGIV|C|0801|Artificial Intelligence and Image Processing||||
44063|SPIE International Conference on Visual Communications and Image Processing|VCIP|B|0801|Artificial Intelligence and Image Processing||||
44065|Spring Conference on Computer Graphics|SCCG|C|0801|Artificial Intelligence and Image Processing||||
45002|Summer Computer Simulation Conference|SCSC|B|0801|Artificial Intelligence and Image Processing||||
44093|Symposium on Logical Formalizations of Commonsense Reasoning|COMMONSENSE|B|0801|Artificial Intelligence and Image Processing||||
44107|The Conference on visualization of information|SEE|C|0801|Artificial Intelligence and Image Processing||||
44118|The Theory and Application of Diagrams|DIAGRAMS|B|0801|Artificial Intelligence and Image Processing||||
44158|Vision Interface|VI|C|0801|Artificial Intelligence and Image Processing||||
44159|VisMasters Design Modelling and Visualization Conference|DMVC|C|0801|Artificial Intelligence and Image Processing||||
44160|Visual Analytics|VA|C|0801|Artificial Intelligence and Image Processing||||
44162|Visual Information Communications International|VINCI|C|0801|Artificial Intelligence and Image Processing||||
44164|Visualisation in Built Environment|BuiltViz|C|0801|Artificial Intelligence and Image Processing||||
44165|Visualization In Science and Education|VISE|C|0801|Artificial Intelligence and Image Processing||||
44166|Visualization in Software Engineering|SEViz|C|0801|Artificial Intelligence and Image Processing||||
44167|Visualization in Software Product Lines Workshop|VisPLE|C|0801|Artificial Intelligence and Image Processing||||
44171|Web Visualization|WebViz|C|0801|Artificial Intelligence and Image Processing||||
45003|Winter Simulation Conference|WSC|B|0801|Artificial Intelligence and Image Processing||||
44217|Workshop on Hybrid Intelligent Systems|WHIS|C|0801|Artificial Intelligence and Image Processing||||
44259|World Congress on Expert Systems|WCES|B|0801|Artificial Intelligence and Image Processing||||
44260|World Congress on Neural Networks|WCNN|B|0801|Artificial Intelligence and Image Processing||||
42503|Australasian Road Safety Research, Policing and Education Conference||C|0902|Automotive Engineering||||
42831|FISITA World Automotive Congress||B|0902|Automotive Engineering|0913|Mechanical Engineering||
43058|IEEE Vehicular Technology Conference|VTC|B|0902|Automotive Engineering||||
43090|IEEE/IFIP International Conference on Information Technology for Balanced Automation Systems|BASYS|B|0902|Automotive Engineering||||
43096|IEEE-RAS International Conference on Humanoid Robots|Humanoids|C|0902|Automotive Engineering||||
43157|Intelligent Vehicles Symposium|IEEE IV|B|0902|Automotive Engineering||||
43419|International Conference on Intelligent Sensors, Sensor Networks and Information Processing|ISSNIP|B|0902|Automotive Engineering||||
43441|International Conference on Liquid Atomization and Spray Systems||A|0902|Automotive Engineering|0913|Mechanical Engineering||
43460|International Conference on Modelling and Diagnostics For Advanced Engine Systems||A|0902|Automotive Engineering|0913|Mechanical Engineering||
43472|International Conference on Networking, Sensing and Control|ICNSC|C|0902|Automotive Engineering||||
43602|International Crashworthiness Conference||B|0902|Automotive Engineering|0903|Biomedical Engineering |0913|Mechanical Engineering
43644|International Research Council on the Biomechanics of Impact||A|0902|Automotive Engineering|0903|Biomedical Engineering |0913|Mechanical Engineering
44017|SAE Powertrains, Fuels, and Lubricants Meeting||B|0902|Automotive Engineering|0913|Mechanical Engineering||
44018|SAE World Congress||B|0902|Automotive Engineering|0913|Mechanical Engineering||
44066|Stapp Car Crash Conference||A|0902|Automotive Engineering|0903|Biomedical Engineering |0913|Mechanical Engineering
44123|Thermo and Fluid Dynamic Processes in Diesel Engines||B|0902|Automotive Engineering|0913|Mechanical Engineering||
44264|WSEAS International Conference on Robotics, Control and Manufacturing Technology|ROCOM|C|0902|Automotive Engineering||||
42566|2008 International Conference on Biomedical Robotics and Biomechatronics|BIO ROB|B|0903|Biomedical Engineering ||||
42403|Annual International Conference of the IEEE Engineering in Medicine and Biology Society||A|0903|Biomedical Engineering ||||
42620|Computers in Cardiology||A|0903|Biomedical Engineering ||||
42883|IASTED International Conference on Biomedical Engineering||A|0903|Biomedical Engineering ||||
42884|IASTED Telehealth and Assistive Technology||A|0903|Biomedical Engineering ||||
42911|IEEE EMBS Neural Engineering Conference||A|0903|Biomedical Engineering ||||
42965|IEEE International Conference on Robotics and Biomimetics||B|0903|Biomedical Engineering ||||
42990|IEEE International Symposium on Biomedical Imaging||A|0903|Biomedical Engineering ||||
43240|International Conference on Biomedical and Pharmaceutical Engineering||B|0903|Biomedical Engineering ||||
42262|Medicine Meets Virtual Reality|MMVR|B|0903|Biomedical Engineering |0801|Artificial Intelligence and Image Processing||
42266|1st International Conference on Building Energy and Environment|COBEE|Not ranked|1202|Building||||
42272|Accelerating excellence in the built environment World Conference|WCAEBE|C|1202|Building||||
42384|American Association of Cost Engineers Annual Meeting|AACE|A|1202|Building||||
42386|American Society for Heating, Refrigeration and Air Conditioning|ASHRAE|A|1202|Building||||
42470|Association of Researchers in Construction Management Annual Conference|ARCOM|A|1202|Building||||
42518|Australian and New Zealand Association of Planning schools|ANZAPS|B|1202|Building|1205|Urban and Regional Planning||
42537|Australian Institute of Building Surveyors International Refereed Conference|AIBS|B|1202|Building||||
42549|Australian Universities Building Education Association Annual Conference|AUBEA|B|1202|Building||||
42645|Conference on Construction Partnering|CII-HK|C|1202|Building||||
42671|Construction Applications of Virtual Reality, International Conference|CAVR|C|1202|Building||||
42673|Construction Automation Conference||B|1202|Building||||
42674|Construction in the Twenty-first Century Conferences|CITC|B|1202|Building||||
42675|Construction Management and Economics Conference|CME 25|A|1202|Building||||
42676|Construction Management and Real Estate International Symposium|CRIOCM|B|1202|Building||||
42681|Cooperative Research Centre for Construction Innovation International Conference|CRCCI|B|1202|Building||||
42870|Healthy Buildings|HB|A|1202|Building||||
42875|Hong Kong Institute of Value Management Conference|HKIVM|A|1202|Building||||
43121|Indoor Air|IA|A|1202|Building||||
43144|Infrastructure and Environment (International Postgraduate Conference)|IPC|B|1202|Building||||
43295|International Conference on Construction and Real Estate Management|ICCREM|B|1202|Building||||
43297|International Conference on Construction in Developing Countries|ICCIDC|C|1202|Building||||
43343|International Conference on Environmental Systems|ICES|A|1202|Building||||
43387|International Conference on Indoor Air Quality, Ventilation and Energy Conservation in Buildings|IAQVEC|A|1202|Building||||
43544|International Conference on Sustainable Construction Materials and Technologies|SCMT|B|1202|Building||||
43600|International Construction Management and Economics Conference|SIBRAGEC|B|1202|Building||||
43913|International Council for Research and Innovation in Building and Construction (CIB) Meetings, Workshops, Symposia, Conferences|CIB|A|1202|Building||||
43615|International Group for Lean Construction Conference|IGLC|A|1202|Building||||
43642|International Postgraduate Research Conference (Research Institute for the Built and Human Environment (BuHu))|BuHu IPGRC|C|1202|Building||||
43645|International Research Week Conference|IPGRC|C|1202|Building||||
43927|Multi-national Joint Ventures for Construction Works Conference||C|1202|Building||||
43942|Network for Comfort and Energy Use in Buildings Windsor Conference|Windsor|A|1202|Building||||
43948|Nordic Construction Economics and Organisation Conference||C|1202|Building||||
43969|Pacific Rim Real Estate Conference|PPRES|A|1202|Building||||
43985|Portland International Center for Management of Engineering and Technology Conference|PICMET|A|1202|Building||||
43988|Postgraduate Researchers of the Built and Natural Environment Conference|PRoBE|C|1202|Building||||
44002|Project Management conference|PMOZ|B|1202|Building||||
44004|Quantity Surveying International Convention|QSIC|C|1202|Building||||
44011|RICS conference|COBRA|A|1202|Building||||
44022|SEA - Conference on Sustainable Building South-East Asia (CIB Co-Sponsored)|SBSEA|C|1202|Building||||
44051|South African Construction Health and Safety conference|SABERC|C|1202|Building||||
44078|Symposium on ‘Building Simulation in the Southwest of England’|IBPSA|A|1202|Building||||
44257|World Congress on Cost Engineering, Project Management and Quantity Surveying, AACE American Association of Cost Engineers|ICEC|B|1202|Building||||
44261|World of Construction Project Management Conference|WCPM|B|1202|Building||||
42579|Built Environment Education Conference|BEECON|B|12|Built Environment and Design||||
42388|Americas Conference on Wind Engineering||B|0905|Civil Engineering||||
42410|Annual Water Distribution Systems Analysis Conference, WDSA 2008||A|0905|Civil Engineering|0907|Environmental Engineering||
42427|ASCCS International Conference on Steel-Concrete Composite and Hybrid Structures||A|0905|Civil Engineering||||
44318|Asian-Pacific Conference on Computational Mechanics|APCOM|A|0905|Civil Engineering||||
44315|Asian-Pacific conferences on unsaturated soils|Unsat-Asian|A|0905|Civil Engineering||||
42454|Asia-Pacific Conference on Wind Engineering||B|0905|Civil Engineering||||
42490|Australasian Conference on the Mechanics of Structures and Materials||B|0905|Civil Engineering||||
42510|Australasian Wind Engineering Society Workshop in Wind Engineering||C|0905|Civil Engineering||||
42514|Australia New Zealand Geomechanics conference||B|0905|Civil Engineering||||
42532|Australian Earthquake Engineering Conference||B|0905|Civil Engineering||||
42543|Australian Road Research Board Annual Conference||B|0905|Civil Engineering||||
42568|Bluff Body Aerodynamics and Applications||A|0905|Civil Engineering|0913|Mechanical Engineering||
42584|Canadian Conference on Electrical and Computer Engineering|CCECE|C|0905|Civil Engineering||||
42586|Canadian Geotechnical Society Conference||B|0905|Civil Engineering||||
42587|Canadian Society for Civil Engineering, International Construction Specialty Conference|ICSC|C|0905|Civil Engineering||||
42604|Composite Construction V, Kruger National Park, South Africa, American Society of Civil Engineers||A|0905|Civil Engineering||||
42610|Computational Wind Engineering||B|0905|Civil Engineering||||
42621|Computing and Control in the Water Industry 2009||B|0905|Civil Engineering||||
42623|Computing in Civil Engineering and Building International Conference|ICCCBE|C|0905|Civil Engineering|1202|Building||
42655|Conference on Railway Engineering||A|0905|Civil Engineering|0913|Mechanical Engineering||
42725|Durability of Building Materials and Components Conference|DBMC|C|0905|Civil Engineering||||
42730|East Asia-Pacific Conference on Structural Engineering and Construction||B|0905|Civil Engineering||||
42761|Europe-Africa Conference on Wind Engineering||B|0905|Civil Engineering||||
44319|European Conference on Computational Mechanics|ECCM|A|0905|Civil Engineering||||
42781|European Conference on Numerical Methods in Geotechnical Engineering|NUMGE|A|0905|Civil Engineering||||
42853|Geo congress of the Geo-Institute of ASCE||A|0905|Civil Engineering||||
44313|GeoShanghai International Conferences|GeoShanghai|A|0905|Civil Engineering||||
42880|Hydraulics in Civil Engineering||C|0905|Civil Engineering|0907|Environmental Engineering||
42881|Hydrology and Water Resources Symposium||B|0905|Civil Engineering|0907|Environmental Engineering||
42920|IEEE International Conference on 3D Systems Integration (combines ASET & 3D)|IEEE 3D IC|C|0905|Civil Engineering||||
43181|International Command and Control Research and Technology Symposium|ICCRTS|C|0905|Civil Engineering|1006|Computer Hardware||
43196|International Conference of the International Association for Computer Methods and Advances in Geomechanics|IACMAG|A|0905|Civil Engineering||||
43249|International Conference on Coastal Engineering||A|0905|Civil Engineering||||
43255|International Conference on Complex Systems|CxS|C|0905|Civil Engineering||||
43267|International Conference on Computational Plasticity|COMPLAS|A|0905|Civil Engineering|0913|Mechanical Engineering||
43296|International Conference on Construction Engineering and Management|ICCEM|C|0905|Civil Engineering||||
43333|International Conference on Embedded Software and Systems|ICESS|C|0905|Civil Engineering||||
43381|International Conference on Hydroinformatics||C|0905|Civil Engineering|0907|Environmental Engineering||
43413|International Conference on Innovation in Architecture, Engineering and Construction|AEC|C|0905|Civil Engineering|1201|Architecture||
43459|International Conference on Modal Analysis||A|0905|Civil Engineering|0913|Mechanical Engineering||
43462|International Conference on Modelling and Simulation||A|0905|Civil Engineering|0907|Environmental Engineering||
43495|International Conference on Pressure Surges||A|0905|Civil Engineering||||
43522|International Conference on Shock and Impact Loads on Structures||B|0905|Civil Engineering||||
43537|International Conference on Soil Mechanics and Geotechnical Engineering|ICSMGE|A|0905|Civil Engineering||||
43541|International Conference on Structural Health Monitoring of Intelligent Infrastructure||A|0905|Civil Engineering||||
44314|International conference on unsaturated soils|Unsat|A|0905|Civil Engineering||||
43569|International Conference on Urban Drainage||A|0905|Civil Engineering|0907|Environmental Engineering||
43579|International Conference on Water Sensitive Urban Design||B|0905|Civil Engineering|0907|Environmental Engineering||
43583|International Conference on Wind Engineering||A|0905|Civil Engineering||||
43590|International Conferences on Advances in Steel Structures||A|0905|Civil Engineering||||
44320|International Society of Rock Mechanics Series of Symposia and Conferences|ISRM|A|0905|Civil Engineering|0914|Resources Engineering and Extractive Metallurgy||
43649|International Symposium of Automation and Robotics in Construction||A|0905|Civil Engineering|0910|Manufacturing Engineering||
43673|International Symposium on Computational Geomechanics||A|0905|Civil Engineering||||
43682|International Symposium on Environmental Vibrations: Prediction, Monitoring, Mitigation and Evaluation||B|0905|Civil Engineering||||
43684|International Symposium on Fault-Tolerant Computing|FTCS|C|0905|Civil Engineering||||
43686|International Symposium on frontiers in offshore geotechnics||B|0905|Civil Engineering||||
43722|International Symposium on Structural Engineering||B|0905|Civil Engineering||||
43814|International Workshop on Precipitation in Urban Areas||A|0905|Civil Engineering||||
43867|IWA World Water Congress||A|0905|Civil Engineering|0907|Environmental Engineering||
43922|Modelling and Simulation||A|0905|Civil Engineering|0907|Environmental Engineering||
43956|Numerical Models in Geomechanics|NUMOG|A|0905|Civil Engineering||||
43979|Parallel Computing with FPGAs|ParaFPGA|C|0905|Civil Engineering||||
44316|Proceedings MIT Conferences on Computational Solid and Fluid Mechanics||A|0905|Civil Engineering||||
44037|SIGGRAPH/EUROGRAPHICS Conference On Graphics Hardware|HWWS|C|0905|Civil Engineering||||
44064|SPIE Smart Structures and Materials and Non-destructive Evaluation and Health Monitoring||A|0905|Civil Engineering|0913|Mechanical Engineering||
44073|Structural Engineering and Construction Conference|APSEC-EASEC|B|0905|Civil Engineering||||
44137|UK Wind Engineering Society Conference on Wind Engineering||C|0905|Civil Engineering||||
44186|Workshop on Application Specific Processors|WASP|C|0905|Civil Engineering||||
44317|World Congress on Computational Mechanics|WCCM|A|0905|Civil Engineering||||
42282|ACM Conference on Embedded Software|EMSOFT|A|1005|Communications Technologies||||
42304|ACM International Workshop on. Mobility Management and Wireless Access|MobiWac|B|1005|Communications Technologies||||
42310|ACM SIGCOMM Internet Measurement Conference|ACM IMC|A|1005|Communications Technologies||||
42318|ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems|LCTES|A|1005|Communications Technologies||||
42339|ACM Workshop on Hot Topics in Networks|HOTNETS|A|1005|Communications Technologies||||
42364|Advanced Video and Signal Based Surveillance|AVSS|B|1005|Communications Technologies||||
42434|Asia Pacific Conference on Communications|APCC|B|1005|Communications Technologies||||
42461|Asilomar Conference on Signals, Systems and Computing|ACSSC|C|1005|Communications Technologies||||
42502|Australasian Remote Sensing Conference and Photogrammetry Conference|ARSPC|C|1005|Communications Technologies||||
42548|Australian Telecommunication Networks and Applications Conference|ATNAC|C|1005|Communications Technologies||||
42555|Australian Workshop on Safety Critical Systems and Software|SCSS|C|1005|Communications Technologies||||
42707|Design, Automation and Test in Europe Conference|DATE|B|1005|Communications Technologies||||
42738|Embedded Sensor Networks Workshop|Emnets|C|1005|Communications Technologies||||
42757|Euromicro Conference on Real-Time Systems|ECRTS|A|1005|Communications Technologies||||
42792|European Conference on Wireless Sensor Networks|EWSN|A|1005|Communications Technologies||||
42891|IEEE Computer Communications Workshop|CCW|B|1005|Communications Technologies||||
42898|IEEE Conference on Decision and Control|CDC|A|1005|Communications Technologies||||
42906|IEEE Conference on Ultra Wideband Systems and Technologies|ICUWB|C|1005|Communications Technologies||||
42907|IEEE Conference on Wireless Communication and Sensor Networks|WCSN|C|1005|Communications Technologies||||
42913|IEEE Global Information Infrastructure Symposium|GIIS|C|1005|Communications Technologies||||
42919|IEEE International Conference and Workshop on the Engineering of Computer Based Systems|ECBS|B|1005|Communications Technologies||||
42939|IEEE International Conference on Engineering of Complex Computer Systems|ICECCS|A|1005|Communications Technologies||||
42948|IEEE International Conference on Industrial and Information Systems|ICIIS|C|1005|Communications Technologies||||
42969|IEEE International Conference on Signal Processing and Communication|ICSPC|C|1005|Communications Technologies||||
42971|IEEE International Conference on Telecommunications|ICT|C|1005|Communications Technologies||||
42973|IEEE International Conference on Wireless and Mobile Computing, Networking and Communications|WiMob|C|1005|Communications Technologies||||
42976|IEEE International Dynamic Spectrum Access Networks Symposium|IEEE DYSPAN|B|1005|Communications Technologies||||
42978|IEEE International High Level Design Validation and Test Workshop|HLDVT|C|1005|Communications Technologies||||
42997|IEEE International Symposium on Intelligent Control|ISIC|B|1005|Communications Technologies||||
43007|IEEE International Test Conference|ITC|B|1005|Communications Technologies||||
43014|IEEE International Workshop on Object-Oriented Real-Time Dependable Systems|WORDS|B|1005|Communications Technologies||||
43017|IEEE International Workshop on the Value of Security through Collaboration|SECOVAL|C|1005|Communications Technologies||||
43021|IEEE Latin-American Conference on Communications|latincom|C|1005|Communications Technologies||||
43054|IEEE Symposium on VLSI Circuits|VLSIC|A|1005|Communications Technologies||||
43056|IEEE Systems Conference|SysCon|C|1005|Communications Technologies||||
43057|IEEE Tencon (IEEE Region 10 Conference)|Tencon|C|1005|Communications Technologies|1006|Computer Hardware||
43072|IEEE Workshop on High Performance Switching and Routing|HPSR|C|1005|Communications Technologies||||
43080|IEEE Workshop on Wireless Mesh Networks|WiMesh|C|1005|Communications Technologies||||
43082|IEEE WoWMoM Workshop on Hot Topics in Mesh Networking|HotMESH|C|1005|Communications Technologies||||
43099|IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes|SAFEProcess|C|1005|Communications Technologies||||
43102|IFIP International Conference on Broadband Communications|BC|C|1005|Communications Technologies||||
43194|International Conference of Broadband Communication, Information Technology and Biomedical Applications|broadcom|C|1005|Communications Technologies||||
43202|International Conference on AD-HOC Networks and Wireless|ADHOC-NOW|B|1005|Communications Technologies||||
43235|International Conference on Automated Planning and Scheduling|ICAPS|A|1005|Communications Technologies||||
43241|International Conference on Broadband Communications, Networks and Systems|Broadnets|B|1005|Communications Technologies||||
43416|International Conference on Intelligent and Advanced Systems|ICIAS|C|1005|Communications Technologies||||
43471|International Conference on Networking and Mobile Computing|ICCNMC|C|1005|Communications Technologies||||
43473|International Conference on Networks and Communications|NetCoM|C|1005|Communications Technologies||||
43479|International Conference on Next Generation Wired/Wireless Advanced Networking|NEW2AN|C|1005|Communications Technologies||||
43550|International Conference on Telecom Technology and Applications|ICTTA|C|1005|Communications Technologies||||
43578|International Conference on VLSI Design|VLSID|C|1005|Communications Technologies||||
43584|International Conference on Wired / Wireless Internet Communications|WWIC|B|1005|Communications Technologies||||
43585|International Conference on Wireless Communications, Networking and Mobile Computing|WiCOM|C|1005|Communications Technologies||||
43639|International Picture Coding Symposium|PCS|C|1005|Communications Technologies||||
43672|International Symposium on Communications and Information Technologies|ISCIT|B|1005|Communications Technologies||||
43676|International Symposium on Computer Design|COMPDES|C|1005|Communications Technologies||||
43732|International Symposium on Wireless Personal Multimedia Communications|WPMC|C|1005|Communications Technologies||||
43739|International Wireless Internet Conference|WiCon|C|1005|Communications Technologies||||
43748|International Workshop on Algorithmic Aspects of Wireless Sensor Networks|Algosensors|C|1005|Communications Technologies||||
43778|International Workshop on Foundations for Secure/Survivable Systems and Networks|FSSSSN|C|1005|Communications Technologies||||
43822|International Workshop on Satellite and Space Communications|IWSSC|C|1005|Communications Technologies||||
43828|International Workshop on Software and Compilers for Embedded Systems|SCOPES|A|1005|Communications Technologies||||
43843|International Workshop on Wireless and Mobile Networks|WiMoNe|C|1005|Communications Technologies||||
43877|Joint European Networking Conference|JENC|C|1005|Communications Technologies||||
43943|Networked Group Communication|NGC|C|1005|Communications Technologies||||
44043|Smart Card Research and Advanced Application Conference|SCRAA|B|1005|Communications Technologies||||
44075|Symposia on VLSI Technology and Circuits|VLSI|A|1005|Communications Technologies||||
44090|Symposium on High Performance Chips|HOT CHIPS|A|1005|Communications Technologies||||
44111|The International Conference on Mobile Technology, Applications and Systems|MOBILITY|C|1005|Communications Technologies||||
42270|A Satellite workshop on Formal Approaches to Testing of Software|FATES|C|0802|Computation Theory and Mathematics||||
42329|ACM Symposium on Computational Geometry|SCG|A|0802|Computation Theory and Mathematics||||
42334|ACM Symposium on Solid and Physical Modelling|SPM|B|0802|Computation Theory and Mathematics||||
42335|ACM Symposium on Theory of Computing|STOC|A|0802|Computation Theory and Mathematics||||
42341|ACM Workshop on Role Based Access Control (now SACMAT)|RBAC|C|0802|Computation Theory and Mathematics||||
42351|ACM/SIAM Symposium on Discrete Algorithms|SODA|A|0802|Computation Theory and Mathematics||||
42370|Advances in Modal Logic|AiML|A|0802|Computation Theory and Mathematics||||
42372|Advances in the Theory of Computing|AITC|C|0802|Computation Theory and Mathematics||||
42377|Algebraic Methodology and Software Technology|AMAST|C|0802|Computation Theory and Mathematics|0803|Computer Software||
42378|Algorithmic Learning Theory|ALT|A|0802|Computation Theory and Mathematics||||
42379|Algorithms and Complexity in Durham|ACID|C|0802|Computation Theory and Mathematics||||
42380|Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures)|WADS|A|0802|Computation Theory and Mathematics||||
42394|Annual Conference of the European Association for Computer Science Logic|CSL|C|0802|Computation Theory and Mathematics||||
42402|Annual Fall Workshop on Computational Geometry|CGW|C|0802|Computation Theory and Mathematics||||
42409|Annual Simulation Symposium|ANSS|C|0802|Computation Theory and Mathematics||||
42431|Asia International Conference on Modelling and Simulation|AMS|C|0802|Computation Theory and Mathematics||||
42436|Asia Pacific Decision Science Institute Conference|APDSI|C|0802|Computation Theory and Mathematics||||
42444|Asian Symposium on Computer Mathematics|ASCM|C|0802|Computation Theory and Mathematics||||
42450|Asia-Pacific Conference on Conceptual Modelling|APCCM|B|0802|Computation Theory and Mathematics||||
42471|Athens Colloquium on Algorithms and Complexity|ACAC|C|0802|Computation Theory and Mathematics||||
42482|Australasian Conference on Combinatorial Mathematics and Combinatorial Computing|ACCMCC|C|0802|Computation Theory and Mathematics||||
42512|Australasian Workshop on Combinatorial Algorithms|AWOCA|B|0802|Computation Theory and Mathematics||||
44982|Australian MATLAB Conference|MATLAB|C|0802|Computation Theory and Mathematics||||
42572|Brazilian Symposium on Graphs, Algorithms and Combinatorics|GRACO|C|0802|Computation Theory and Mathematics||||
42574|British Colloquium for Theoretical Computer Science|BCTCS|C|0802|Computation Theory and Mathematics||||
42576|British Computer Society Formal Aspects of Computing Science Specialist Group Workshop|BCS-FMW|C|0802|Computation Theory and Mathematics||||
42582|Canadian Conference on Computational Geometry|CCCG|C|0802|Computation Theory and Mathematics||||
42585|Canadian Discrete and Algorithmic Mathematics Conference|CanaDAM|C|0802|Computation Theory and Mathematics||||
42589|CGAL User Workshop|CGAL|C|0802|Computation Theory and Mathematics||||
42590|CGC Workshop on Computational Geometry|CGC|C|0802|Computation Theory and Mathematics||||
42598|Colloquium on Mathematics and Computer Science: Algorithms, Trees, Combinatorics and Probabilities|MathInfo|C|0802|Computation Theory and Mathematics||||
42599|Cologne-Twente Workshop on Graphs and Combinatorial Optimization|CTW|C|0802|Computation Theory and Mathematics||||
42600|CombinaTexas: Combinatorics in the South-Central U.S.|Combina Texas|C|0802|Computation Theory and Mathematics||||
42601|Combinatorial Pattern Matching|CPM|B|0802|Computation Theory and Mathematics|0804|Data Format||
42606|Computability in Europe: Logic and Theory of Algorithms|CiE|C|0802|Computation Theory and Mathematics||||
42608|Computational Techniques and Applications Conference|CTAC|C|0802|Computation Theory and Mathematics||||
42609|Computational Topology Workshop|CT|C|0802|Computation Theory and Mathematics||||
42611|Computer Aided Verification|CAV|A|0802|Computation Theory and Mathematics||||
42625|Computing: The Australasian Theory Symposium|CATS|B|0802|Computation Theory and Mathematics||||
42629|Conference for the International Simulation and Gaming Association|ISAGA|C|0802|Computation Theory and Mathematics||||
44984|Conference of the Association of Asian-Pacific Operational Research Societies|APORS|C|0802|Computation Theory and Mathematics||||
45027|Conference of the Commission Internationale pour l'Etude et l'Amelioration de l'Enseignement des Mathematiques|CIEAEM|C|0802|Computation Theory and Mathematics||||
42639|Conference on Analysis of Algorithms|AofA|B|0802|Computation Theory and Mathematics||||
42642|Conference on Combinatorial Optimization and Applications|COCOA|B|0802|Computation Theory and Mathematics||||
42646|Conference on Discrete Mathematics, Algebra and their Application|DIMA|C|0802|Computation Theory and Mathematics||||
42647|Conference on Fun with Algorithms|FUN|B|0802|Computation Theory and Mathematics||||
42648|Conference on Graph Theory and Discrete Geometry|CGTDG|C|0802|Computation Theory and Mathematics||||
45004|Conference on Integer Programming and Combinatorial Optimization|IPCO|A|0802|Computation Theory and Mathematics||||
44986|Conference on Operational Research Practice in Africa|ORPA|C|0802|Computation Theory and Mathematics||||
44987|Conference on Operations Research|COR|C|0802|Computation Theory and Mathematics||||
42654|Conference on Orders, Algorithms and Applications|Ordal|C|0802|Computation Theory and Mathematics||||
42664|Conference on Theory and Applications of Models of Computation|TAMC|B|0802|Computation Theory and Mathematics||||
42670|Constraint Programming Day|CPD|C|0802|Computation Theory and Mathematics||||
42713|Developments in Language Theory|DLT|B|0802|Computation Theory and Mathematics||||
42718|DIMACS Workshop on Intrinsic Complexity of Computation|DIMACS Intrinsic|C|0802|Computation Theory and Mathematics||||
42720|Discrete and Algorithmic Geometry|DAG|C|0802|Computation Theory and Mathematics||||
42721|Discrete Models: Combinatorics, Computation and Geometry|DM-CCG|C|0802|Computation Theory and Mathematics||||
42726|Dutch Computational Geometry Day|DutchCG|C|0802|Computation Theory and Mathematics||||
42727|Dynamic Graph Workshop|DGW|C|0802|Computation Theory and Mathematics||||
42746|ERATO Conference on Quantum Information Science|EQIS|C|0802|Computation Theory and Mathematics||||
42747|ERCIM Annual Workshop on Constraint Solving and Constraint Logic Programming|ERCIM/CSCLP|B|0802|Computation Theory and Mathematics||||
42752|EuroConference on Combinatorics, Graph Theory and Applications|EUroComb|C|0802|Computation Theory and Mathematics||||
42754|Eurographics Symposium on Virtual Environments|EGVE|B|0802|Computation Theory and Mathematics||||
42765|European Chapter on Combinatorial Optimization|ECCO|C|0802|Computation Theory and Mathematics||||
42783|European Conference on Operations Research|EURO|C|0802|Computation Theory and Mathematics||||
44988|European Simulation MultiConference|ESM|B|0802|Computation Theory and Mathematics||||
42807|European Symposium on Algorithms|ESA|A|0802|Computation Theory and Mathematics||||
42815|European Workshop on Computational Geometry|EuroCG|C|0802|Computation Theory and Mathematics||||
42835|Formal Methods Europe|FME|A|0802|Computation Theory and Mathematics||||
42837|Formal Methods Pacific|FMP|C|0802|Computation Theory and Mathematics||||
42838|Formal Power Series and Algebraic Combinatorics|FPSAC|B|0802|Computation Theory and Mathematics||||
42843|Foundations of Software Technology and Theoretical Computer Science|FST&TCS|B|0802|Computation Theory and Mathematics||||
42844|Franco-Canadian Workshop on Combinatorial Algorithms|ComAI|C|0802|Computation Theory and Mathematics||||
42846|French Journées de Géométrie Algorithmique|JGA|C|0802|Computation Theory and Mathematics||||
